"team","week","group","first.seen","last.seen","status","time.diff","fix.avail","escaped"
"6","22","Test Team 5",2020-06-03,2021-01-01,0,212,2021-01-01,0
"6","22","Test Team 5",2020-06-06,2021-01-01,0,209,2019-08-28,1
"6","22","Test Team 5",2020-06-01,2021-01-01,0,214,2019-02-13,1
"6","22","Test Team 5",2020-06-02,2021-01-01,0,213,2021-01-01,0
"6","22","Test Team 5",2020-06-02,2021-01-01,0,213,2021-01-01,0
"6","22","Test Team 5",2020-06-01,2021-01-01,0,214,2019-12-16,1
"7","22","Test Team 5",2020-06-01,2021-01-01,0,214,2021-01-01,0
"7","22","Test Team 5",2020-06-01,2020-08-06,1,66,2019-01-04,1
"7","22","Test Team 5",2020-06-01,2021-01-01,0,214,2019-02-06,1
"7","22","Test Team 5",2020-06-02,2020-07-03,1,31,2020-06-09,0
"7","22","Test Team 5",2020-06-01,2021-01-01,0,214,2020-02-14,1
"7","22","Test Team 5",2020-06-03,2020-07-14,1,41,2019-11-03,1
"7","22","Test Team 5",2020-06-01,2020-06-22,1,21,2020-06-14,0
"7","22","Test Team 5",2020-06-01,2021-01-01,0,214,2020-12-03,0
"7","22","Test Team 5",2020-06-02,2021-01-01,0,213,2019-11-02,1
"7","22","Test Team 5",2020-06-05,2020-06-05,1,0,2020-06-05,0
"7","22","Test Team 5",2020-06-02,2020-06-21,1,19,2020-06-08,0
"7","22","Test Team 5",2020-06-06,2020-10-28,1,144,2020-09-01,0
"7","22","Test Team 5",2020-05-31,2021-01-01,0,215,2019-04-21,1
"7","22","Test Team 5",2020-05-31,2021-01-01,0,215,2019-05-08,1
"7","22","Test Team 5",2020-06-03,2021-01-01,0,212,2019-09-14,1
"7","22","Test Team 5",2020-06-05,2021-01-01,0,210,2021-01-01,0
"7","22","Test Team 5",2020-06-03,2020-06-22,1,19,2019-04-21,1
"7","22","Test Team 5",2020-06-04,2020-06-16,1,12,2020-06-10,0
"7","22","Test Team 5",2020-06-04,2020-09-10,1,98,2020-09-01,0
"7","22","Test Team 5",2020-06-06,2020-07-08,1,32,2020-06-14,0
"7","22","Test Team 5",2020-06-06,2021-01-01,0,209,2021-01-01,0
"7","22","Test Team 5",2020-05-31,2020-07-04,1,34,2019-06-26,1
"8","22","Test Team 5",2020-06-01,2021-01-01,0,214,2019-11-23,1
"8","22","Test Team 5",2020-06-04,2020-07-04,1,30,2020-06-09,0
"8","22","Test Team 5",2020-06-01,2020-08-06,1,66,2020-06-13,0
"8","22","Test Team 5",2020-06-03,2020-06-25,1,22,2019-09-09,1
"8","22","Test Team 5",2020-06-02,2021-01-01,0,213,2019-11-12,1
"8","22","Test Team 5",2020-06-04,2021-01-01,0,211,2020-11-15,0
"8","22","Test Team 5",2020-06-05,2021-01-01,0,210,2019-07-17,1
"8","22","Test Team 5",2020-06-01,2021-01-01,0,214,2019-07-01,1
"8","22","Test Team 5",2020-06-01,2021-01-01,0,214,2019-02-13,1
"8","22","Test Team 5",2020-05-31,2021-01-01,0,215,2019-05-03,1
"8","22","Test Team 5",2020-05-31,2020-08-28,1,89,2020-06-05,0
"1","23","Test Team 5",2020-06-13,2020-06-13,1,0,2020-06-13,0
"1","23","Test Team 5",2020-06-09,2021-01-01,0,206,2020-04-22,1
"1","23","Test Team 5",2020-06-10,2021-01-01,0,205,2019-03-27,1
"1","23","Test Team 5",2020-06-11,2020-07-23,1,42,2020-03-09,1
"1","23","Test Team 5",2020-06-08,2020-07-30,1,52,2019-05-08,1
"2","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"2","23","Test Team 5",2020-06-13,2020-10-15,1,124,2019-10-10,1
"2","23","Test Team 5",2020-06-12,2021-01-01,0,203,2020-11-26,0
"2","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"2","23","Test Team 5",2020-06-11,2020-06-25,1,14,2020-06-18,0
"2","23","Test Team 5",2020-06-09,2021-01-01,0,206,2020-07-04,0
"2","23","Test Team 5",2020-06-07,2021-01-01,0,208,2021-01-01,0
"2","23","Test Team 5",2020-06-07,2021-01-01,0,208,2021-01-01,0
"2","23","Test Team 5",2020-06-07,2021-01-01,0,208,2020-02-02,1
"2","23","Test Team 5",2020-06-07,2021-01-01,0,208,2021-01-01,0
"2","23","Test Team 5",2020-06-11,2021-01-01,0,204,2019-09-02,1
"2","23","Test Team 5",2020-06-09,2020-10-01,1,114,2020-08-31,0
"3","23","Test Team 5",2020-06-11,2020-10-17,1,128,2020-09-20,0
"3","23","Test Team 5",2020-06-10,2021-01-01,0,205,2019-04-22,1
"3","23","Test Team 5",2020-06-12,2021-01-01,0,203,2021-01-01,0
"3","23","Test Team 5",2020-06-07,2021-01-01,0,208,2021-01-01,0
"3","23","Test Team 5",2020-06-11,2021-01-01,0,204,2019-09-18,1
"3","23","Test Team 5",2020-06-07,2021-01-01,0,208,2020-06-13,0
"4","23","Test Team 5",2020-06-08,2021-01-01,0,207,2019-11-18,1
"4","23","Test Team 5",2020-06-09,2021-01-01,0,206,2020-10-04,0
"4","23","Test Team 5",2020-06-11,2021-01-01,0,204,2020-06-29,0
"4","23","Test Team 5",2020-06-08,2021-01-01,0,207,2020-07-06,0
"4","23","Test Team 5",2020-06-10,2020-06-28,1,18,2019-12-02,1
"4","23","Test Team 5",2020-06-12,2021-01-01,0,203,2019-12-05,1
"4","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"4","23","Test Team 5",2020-06-07,2020-10-21,1,136,2019-09-01,1
"4","23","Test Team 5",2020-06-11,2021-01-01,0,204,2020-05-24,1
"4","23","Test Team 5",2020-06-12,2021-01-01,0,203,2020-07-24,0
"4","23","Test Team 5",2020-06-10,2021-01-01,0,205,2021-01-01,0
"4","23","Test Team 5",2020-06-09,2021-01-01,0,206,2020-06-22,0
"5","23","Test Team 5",2020-06-11,2021-01-01,0,204,2019-07-06,1
"5","23","Test Team 5",2020-06-09,2021-01-01,0,206,2020-09-03,0
"5","23","Test Team 5",2020-06-12,2020-07-02,1,20,2019-07-06,1
"5","23","Test Team 5",2020-06-08,2020-07-06,1,28,2019-06-07,1
"5","23","Test Team 5",2020-06-13,2021-01-01,0,202,2021-01-01,0
"5","23","Test Team 5",2020-06-12,2021-01-01,0,203,2019-10-31,1
"5","23","Test Team 5",2020-06-07,2021-01-01,0,208,2021-01-01,0
"5","23","Test Team 5",2020-06-13,2021-01-01,0,202,2021-01-01,0
"5","23","Test Team 5",2020-06-09,2020-07-13,1,34,2020-06-28,0
"5","23","Test Team 5",2020-06-13,2020-08-06,1,54,2020-02-03,1
"5","23","Test Team 5",2020-06-12,2020-09-20,1,100,2020-08-22,0
"5","23","Test Team 5",2020-06-09,2020-07-21,1,42,2020-07-06,0
"5","23","Test Team 5",2020-06-13,2021-01-01,0,202,2021-01-01,0
"5","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"5","23","Test Team 5",2020-06-07,2020-08-18,1,72,2019-05-13,1
"6","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"6","23","Test Team 5",2020-06-12,2020-07-25,1,43,2019-01-09,1
"6","23","Test Team 5",2020-06-12,2020-06-12,1,0,2020-06-12,0
"6","23","Test Team 5",2020-06-13,2021-01-01,0,202,2020-01-29,1
"6","23","Test Team 5",2020-06-09,2021-01-01,0,206,2021-01-01,0
"6","23","Test Team 5",2020-06-09,2021-01-01,0,206,2020-09-24,0
"6","23","Test Team 5",2020-06-12,2021-01-01,0,203,2019-10-10,1
"6","23","Test Team 5",2020-06-12,2020-06-28,1,16,2020-03-09,1
"6","23","Test Team 5",2020-06-07,2020-08-12,1,66,2020-06-16,0
"6","23","Test Team 5",2020-06-07,2021-01-01,0,208,2019-11-10,1
"6","23","Test Team 5",2020-06-07,2021-01-01,0,208,2020-06-25,0
"6","23","Test Team 5",2020-06-12,2021-01-01,0,203,2019-10-13,1
"7","23","Test Team 5",2020-06-10,2021-01-01,0,205,2020-06-14,0
"7","23","Test Team 5",2020-06-07,2020-08-04,1,58,2020-06-27,0
"7","23","Test Team 5",2020-06-12,2021-01-01,0,203,2019-09-19,1
"7","23","Test Team 5",2020-06-13,2020-06-30,1,17,2020-06-19,0
"7","23","Test Team 5",2020-06-12,2021-01-01,0,203,2019-09-07,1
"7","23","Test Team 5",2020-06-13,2021-01-01,0,202,2020-07-01,0
"7","23","Test Team 5",2020-06-11,2021-01-01,0,204,2019-12-04,1
"7","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"7","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"7","23","Test Team 5",2020-06-11,2021-01-01,0,204,2019-11-12,1
"7","23","Test Team 5",2020-06-07,2020-08-07,1,61,2020-06-30,0
"7","23","Test Team 5",2020-06-09,2020-09-08,1,91,2019-08-13,1
"7","23","Test Team 5",2020-06-10,2021-01-01,0,205,2019-03-20,1
"7","23","Test Team 5",2020-06-12,2020-08-25,1,74,2019-01-28,1
"7","23","Test Team 5",2020-06-11,2021-01-01,0,204,2019-11-16,1
"7","23","Test Team 5",2020-06-07,2021-01-01,0,208,2019-08-13,1
"7","23","Test Team 5",2020-06-11,2021-01-01,0,204,2020-01-01,1
"7","23","Test Team 5",2020-06-07,2020-06-24,1,17,2020-06-19,0
"7","23","Test Team 5",2020-06-11,2021-01-01,0,204,2021-01-01,0
"7","23","Test Team 5",2020-06-09,2020-08-26,1,78,2019-01-08,1
"8","23","Test Team 5",2020-06-10,2021-01-01,0,205,2021-01-01,0
"8","23","Test Team 5",2020-06-08,2021-01-01,0,207,2020-07-25,0
"8","23","Test Team 5",2020-06-13,2021-01-01,0,202,2020-10-11,0
"1","24","Test Team 5",2020-06-20,2020-06-26,1,6,2019-10-30,1
"1","24","Test Team 5",2020-06-18,2020-08-24,1,67,2020-08-18,0
"1","24","Test Team 5",2020-06-19,2021-01-01,0,196,2019-09-10,1
"1","24","Test Team 5",2020-06-15,2020-07-06,1,21,2019-06-10,1
"1","24","Test Team 5",2020-06-15,2020-07-06,1,21,2020-06-23,0
"1","24","Test Team 5",2020-06-16,2020-07-25,1,39,2020-06-24,0
"1","24","Test Team 5",2020-06-18,2021-01-01,0,197,2021-01-01,0
"1","24","Test Team 5",2020-06-18,2021-01-01,0,197,2020-08-10,0
"1","24","Test Team 5",2020-06-18,2021-01-01,0,197,2019-08-18,1
"1","24","Test Team 5",2020-06-20,2021-01-01,0,195,2021-01-01,0
"1","24","Test Team 5",2020-06-14,2021-01-01,0,201,2020-05-10,1
"1","24","Test Team 5",2020-06-17,2020-07-06,1,19,2020-06-22,0
"2","24","Test Team 5",2020-06-19,2021-01-01,0,196,2019-05-23,1
"2","24","Test Team 5",2020-06-20,2021-01-01,0,195,2019-12-12,1
"2","24","Test Team 5",2020-06-19,2020-06-24,1,5,2020-06-23,0
"2","24","Test Team 5",2020-06-15,2021-01-01,0,200,2021-01-01,0
"3","24","Test Team 5",2020-06-18,2021-01-01,0,197,2020-12-29,0
"3","24","Test Team 5",2020-06-17,2020-09-04,1,79,2019-04-28,1
"3","24","Test Team 5",2020-06-20,2020-07-02,1,12,2020-06-29,0
"3","24","Test Team 5",2020-06-19,2020-06-27,1,8,2019-10-11,1
"3","24","Test Team 5",2020-06-19,2021-01-01,0,196,2019-01-15,1
"3","24","Test Team 5",2020-06-15,2020-09-16,1,93,2019-11-02,1
"4","24","Test Team 5",2020-06-15,2021-01-01,0,200,2020-03-08,1
"4","24","Test Team 5",2020-06-17,2021-01-01,0,198,2019-11-05,1
"4","24","Test Team 5",2020-06-18,2020-07-21,1,33,2019-10-22,1
"4","24","Test Team 5",2020-06-17,2021-01-01,0,198,2021-01-01,0
"4","24","Test Team 5",2020-06-14,2021-01-01,0,201,2020-02-08,1
"4","24","Test Team 5",2020-06-19,2021-01-01,0,196,2020-05-04,1
"4","24","Test Team 5",2020-06-14,2020-06-25,1,11,2020-06-24,0
"4","24","Test Team 5",2020-06-17,2020-09-15,1,90,2020-07-25,0
"4","24","Test Team 5",2020-06-19,2021-01-01,0,196,2021-01-01,0
"5","24","Test Team 5",2020-06-20,2021-01-01,0,195,2021-01-01,0
"5","24","Test Team 5",2020-06-18,2021-01-01,0,197,2019-12-14,1
"5","24","Test Team 5",2020-06-18,2021-01-01,0,197,2021-01-01,0
"5","24","Test Team 5",2020-06-20,2021-01-01,0,195,2020-02-24,1
"5","24","Test Team 5",2020-06-20,2021-01-01,0,195,2021-01-01,0
"6","24","Test Team 5",2020-06-17,2021-01-01,0,198,2019-08-05,1
"6","24","Test Team 5",2020-06-19,2021-01-01,0,196,2021-01-01,0
"6","24","Test Team 5",2020-06-14,2021-01-01,0,201,2020-05-02,1
"6","24","Test Team 5",2020-06-19,2021-01-01,0,196,2019-01-18,1
"6","24","Test Team 5",2020-06-18,2021-01-01,0,197,2020-06-15,1
"6","24","Test Team 5",2020-06-18,2021-01-01,0,197,2021-01-01,0
"6","24","Test Team 5",2020-06-14,2020-06-26,1,12,2020-06-21,0
"6","24","Test Team 5",2020-06-14,2021-01-01,0,201,2019-07-26,1
"6","24","Test Team 5",2020-06-17,2020-08-08,1,52,2020-04-17,1
"6","24","Test Team 5",2020-06-19,2021-01-01,0,196,2020-11-18,0
"6","24","Test Team 5",2020-06-16,2020-09-08,1,84,2020-04-01,1
"6","24","Test Team 5",2020-06-16,2021-01-01,0,199,2019-02-28,1
"6","24","Test Team 5",2020-06-19,2021-01-01,0,196,2019-02-24,1
"6","24","Test Team 5",2020-06-14,2021-01-01,0,201,2020-04-29,1
"6","24","Test Team 5",2020-06-16,2021-01-01,0,199,2019-12-24,1
"6","24","Test Team 5",2020-06-15,2021-01-01,0,200,2020-10-03,0
"6","24","Test Team 5",2020-06-15,2021-01-01,0,200,2020-04-07,1
"6","24","Test Team 5",2020-06-14,2021-01-01,0,201,2020-08-17,0
"6","24","Test Team 5",2020-06-15,2021-01-01,0,200,2021-01-01,0
"6","24","Test Team 5",2020-06-16,2021-01-01,0,199,2019-03-22,1
"7","24","Test Team 5",2020-06-14,2021-01-01,0,201,2021-01-01,0
"7","24","Test Team 5",2020-06-19,2021-01-01,0,196,2021-01-01,0
"7","24","Test Team 5",2020-06-14,2020-06-29,1,15,2020-06-18,0
"7","24","Test Team 5",2020-06-20,2021-01-01,0,195,2019-07-02,1
"7","24","Test Team 5",2020-06-18,2021-01-01,0,197,2019-11-22,1
"7","24","Test Team 5",2020-06-14,2021-01-01,0,201,2019-09-28,1
"7","24","Test Team 5",2020-06-15,2020-08-14,1,60,2019-02-02,1
"7","24","Test Team 5",2020-06-14,2021-01-01,0,201,2021-01-01,0
"7","24","Test Team 5",2020-06-17,2021-01-01,0,198,2020-07-12,0
"7","24","Test Team 5",2020-06-20,2021-01-01,0,195,2019-08-30,1
"7","24","Test Team 5",2020-06-16,2020-10-03,1,109,2019-03-01,1
"7","24","Test Team 5",2020-06-20,2021-01-01,0,195,2019-11-12,1
"7","24","Test Team 5",2020-06-15,2021-01-01,0,200,2020-01-11,1
"7","24","Test Team 5",2020-06-18,2020-08-09,1,52,2020-07-03,0
"8","24","Test Team 5",2020-06-18,2021-01-01,0,197,2020-07-04,0
"8","24","Test Team 5",2020-06-17,2021-01-01,0,198,2021-01-01,0
"8","24","Test Team 5",2020-06-20,2021-01-01,0,195,2021-01-01,0
"8","24","Test Team 5",2020-06-14,2021-01-01,0,201,2019-02-04,1
"8","24","Test Team 5",2020-06-20,2021-01-01,0,195,2021-01-01,0
"1","25","Test Team 5",2020-06-27,2021-01-01,0,188,2020-01-20,1
"1","25","Test Team 5",2020-06-26,2021-01-01,0,189,2020-02-19,1
"1","25","Test Team 5",2020-06-22,2021-01-01,0,193,2019-06-14,1
"1","25","Test Team 5",2020-06-22,2020-08-01,1,40,2019-04-28,1
"1","25","Test Team 5",2020-06-21,2021-01-01,0,194,2021-01-01,0
"1","25","Test Team 5",2020-06-27,2021-01-01,0,188,2019-07-13,1
"1","25","Test Team 5",2020-06-25,2021-01-01,0,190,2021-01-01,0
"1","25","Test Team 5",2020-06-21,2021-01-01,0,194,2019-07-29,1
"1","25","Test Team 5",2020-06-24,2021-01-01,0,191,2020-10-30,0
"1","25","Test Team 5",2020-06-24,2021-01-01,0,191,2019-04-21,1
"1","25","Test Team 5",2020-06-21,2020-07-22,1,31,2020-07-05,0
"2","25","Test Team 5",2020-06-21,2021-01-01,0,194,2021-01-01,0
"2","25","Test Team 5",2020-06-22,2020-06-22,1,0,2020-05-19,1
"2","25","Test Team 5",2020-06-26,2021-01-01,0,189,2021-01-01,0
"2","25","Test Team 5",2020-06-22,2021-01-01,0,193,2021-01-01,0
"2","25","Test Team 5",2020-06-25,2021-01-01,0,190,2021-01-01,0
"2","25","Test Team 5",2020-06-21,2021-01-01,0,194,2019-01-09,1
"2","25","Test Team 5",2020-06-23,2021-01-01,0,192,2020-02-01,1
"2","25","Test Team 5",2020-06-21,2020-07-29,1,38,2020-06-26,0
"2","25","Test Team 5",2020-06-21,2021-01-01,0,194,2021-01-01,0
"2","25","Test Team 5",2020-06-25,2021-01-01,0,190,2021-01-01,0
"2","25","Test Team 5",2020-06-24,2021-01-01,0,191,2021-01-01,0
"2","25","Test Team 5",2020-06-25,2021-01-01,0,190,2020-02-26,1
"2","25","Test Team 5",2020-06-26,2021-01-01,0,189,2019-06-19,1
"2","25","Test Team 5",2020-06-21,2021-01-01,0,194,2019-04-19,1
"2","25","Test Team 5",2020-06-21,2021-01-01,0,194,2021-01-01,0
"2","25","Test Team 5",2020-06-21,2021-01-01,0,194,2020-03-19,1
"2","25","Test Team 5",2020-06-27,2021-01-01,0,188,2019-09-02,1
"2","25","Test Team 5",2020-06-25,2021-01-01,0,190,2020-02-24,1
"3","25","Test Team 5",2020-06-24,2021-01-01,0,191,2019-06-29,1
"3","25","Test Team 5",2020-06-26,2021-01-01,0,189,2020-03-12,1
"3","25","Test Team 5",2020-06-24,2021-01-01,0,191,2020-12-16,0
"3","25","Test Team 5",2020-06-23,2021-01-01,0,192,2019-01-02,1
"3","25","Test Team 5",2020-06-25,2021-01-01,0,190,2020-04-30,1
"3","25","Test Team 5",2020-06-27,2021-01-01,0,188,2021-01-01,0
"3","25","Test Team 5",2020-06-27,2021-01-01,0,188,2020-10-07,0
"3","25","Test Team 5",2020-06-24,2020-08-13,1,50,2020-07-31,0
"3","25","Test Team 5",2020-06-27,2020-10-05,1,100,2019-08-28,1
"3","25","Test Team 5",2020-06-21,2021-01-01,0,194,2019-12-09,1
"3","25","Test Team 5",2020-06-23,2021-01-01,0,192,2019-10-30,1
"3","25","Test Team 5",2020-06-23,2021-01-01,0,192,2021-01-01,0
"4","25","Test Team 5",2020-06-23,2021-01-01,0,192,2020-10-07,0
"4","25","Test Team 5",2020-06-23,2021-01-01,0,192,2020-08-26,0
"4","25","Test Team 5",2020-06-23,2021-01-01,0,192,2020-08-26,0
"4","25","Test Team 5",2020-06-22,2021-01-01,0,193,2020-12-26,0
"4","25","Test Team 5",2020-06-23,2020-07-10,1,17,2019-05-11,1
"4","25","Test Team 5",2020-06-21,2021-01-01,0,194,2020-03-02,1
"4","25","Test Team 5",2020-06-26,2021-01-01,0,189,2019-04-28,1
"5","25","Test Team 5",2020-06-24,2021-01-01,0,191,2019-10-23,1
"5","25","Test Team 5",2020-06-23,2021-01-01,0,192,2019-07-07,1
"5","25","Test Team 5",2020-06-21,2021-01-01,0,194,2019-03-02,1
"5","25","Test Team 5",2020-06-24,2021-01-01,0,191,2019-12-10,1
"5","25","Test Team 5",2020-06-24,2021-01-01,0,191,2021-01-01,0
"5","25","Test Team 5",2020-06-22,2021-01-01,0,193,2019-06-09,1
"5","25","Test Team 5",2020-06-22,2021-01-01,0,193,2021-01-01,0
"5","25","Test Team 5",2020-06-24,2020-07-05,1,11,2019-08-21,1
"6","25","Test Team 5",2020-06-21,2021-01-01,0,194,2021-01-01,0
"6","25","Test Team 5",2020-06-26,2021-01-01,0,189,2021-01-01,0
"6","25","Test Team 5",2020-06-23,2020-07-31,1,38,2020-06-29,0
"6","25","Test Team 5",2020-06-22,2021-01-01,0,193,2019-03-17,1
"6","25","Test Team 5",2020-06-21,2021-01-01,0,194,2020-12-22,0
"6","25","Test Team 5",2020-06-22,2021-01-01,0,193,2021-01-01,0
"6","25","Test Team 5",2020-06-21,2021-01-01,0,194,2020-05-25,1
"6","25","Test Team 5",2020-06-22,2021-01-01,0,193,2021-01-01,0
"6","25","Test Team 5",2020-06-27,2021-01-01,0,188,2020-01-07,1
"6","25","Test Team 5",2020-06-21,2021-01-01,0,194,2020-09-04,0
"7","25","Test Team 5",2020-06-22,2021-01-01,0,193,2021-01-01,0
"7","25","Test Team 5",2020-06-27,2021-01-01,0,188,2020-02-01,1
"7","25","Test Team 5",2020-06-26,2020-06-26,1,0,2020-05-22,1
"8","25","Test Team 5",2020-06-27,2021-01-01,0,188,2019-06-10,1
"8","25","Test Team 5",2020-06-21,2020-07-29,1,38,2020-06-30,0
"1","26","Test Team 5",2020-07-01,2020-07-06,1,5,2020-05-17,1
"1","26","Test Team 5",2020-07-04,2021-01-01,0,181,2019-11-12,1
"1","26","Test Team 5",2020-06-30,2021-01-01,0,185,2019-01-10,1
"1","26","Test Team 5",2020-07-04,2021-01-01,0,181,2021-01-01,0
"1","26","Test Team 5",2020-07-03,2020-07-22,1,19,2020-05-10,1
"1","26","Test Team 5",2020-06-29,2021-01-01,0,186,2020-06-02,1
"2","26","Test Team 5",2020-06-28,2020-08-14,1,47,2020-01-22,1
"2","26","Test Team 5",2020-07-03,2021-01-01,0,182,2020-06-25,1
"3","26","Test Team 5",2020-07-03,2021-01-01,0,182,2020-02-29,1
"3","26","Test Team 5",2020-06-29,2021-01-01,0,186,2021-01-01,0
"3","26","Test Team 5",2020-07-04,2021-01-01,0,181,2021-01-01,0
"3","26","Test Team 5",2020-07-04,2021-01-01,0,181,2019-04-09,1
"3","26","Test Team 5",2020-06-29,2020-08-21,1,53,2019-09-28,1
"3","26","Test Team 5",2020-06-29,2021-01-01,0,186,2021-01-01,0
"3","26","Test Team 5",2020-07-02,2021-01-01,0,183,2021-01-01,0
"3","26","Test Team 5",2020-07-01,2020-07-20,1,19,2020-07-14,0
"3","26","Test Team 5",2020-06-30,2021-01-01,0,185,2020-03-02,1
"3","26","Test Team 5",2020-06-29,2021-01-01,0,186,2020-02-05,1
"3","26","Test Team 5",2020-07-03,2021-01-01,0,182,2019-09-04,1
"3","26","Test Team 5",2020-07-01,2021-01-01,0,184,2020-09-01,0
"3","26","Test Team 5",2020-06-28,2020-07-19,1,21,2019-06-01,1
"4","26","Test Team 5",2020-07-01,2021-01-01,0,184,2020-07-17,0
"4","26","Test Team 5",2020-06-29,2020-07-20,1,21,2019-07-09,1
"4","26","Test Team 5",2020-06-30,2020-08-25,1,56,2020-07-27,0
"4","26","Test Team 5",2020-06-29,2021-01-01,0,186,2020-02-09,1
"4","26","Test Team 5",2020-07-03,2020-07-18,1,15,2020-07-07,0
"4","26","Test Team 5",2020-06-30,2021-01-01,0,185,2021-01-01,0
"4","26","Test Team 5",2020-06-29,2021-01-01,0,186,2019-07-21,1
"4","26","Test Team 5",2020-07-04,2020-08-10,1,37,2020-07-22,0
"4","26","Test Team 5",2020-06-28,2021-01-01,0,187,2021-01-01,0
"4","26","Test Team 5",2020-07-03,2021-01-01,0,182,2021-01-01,0
"4","26","Test Team 5",2020-07-01,2021-01-01,0,184,2021-01-01,0
"4","26","Test Team 5",2020-07-04,2021-01-01,0,181,2020-04-22,1
"5","26","Test Team 5",2020-07-01,2021-01-01,0,184,2021-01-01,0
"5","26","Test Team 5",2020-07-04,2021-01-01,0,181,2020-03-08,1
"5","26","Test Team 5",2020-07-04,2021-01-01,0,181,2020-01-30,1
"5","26","Test Team 5",2020-06-29,2021-01-01,0,186,2020-09-17,0
"5","26","Test Team 5",2020-07-01,2021-01-01,0,184,2021-01-01,0
"5","26","Test Team 5",2020-06-29,2021-01-01,0,186,2019-02-21,1
"5","26","Test Team 5",2020-07-03,2021-01-01,0,182,2021-01-01,0
"5","26","Test Team 5",2020-06-29,2021-01-01,0,186,2020-11-04,0
"5","26","Test Team 5",2020-07-02,2021-01-01,0,183,2020-03-17,1
"6","26","Test Team 5",2020-07-02,2021-01-01,0,183,2020-03-28,1
"6","26","Test Team 5",2020-07-01,2021-01-01,0,184,2019-08-27,1
"6","26","Test Team 5",2020-07-01,2021-01-01,0,184,2019-05-13,1
"6","26","Test Team 5",2020-07-03,2020-09-04,1,63,2020-05-16,1
"6","26","Test Team 5",2020-07-04,2021-01-01,0,181,2020-08-13,0
"7","26","Test Team 5",2020-06-30,2020-08-28,1,59,2020-07-27,0
"8","26","Test Team 5",2020-07-02,2021-01-01,0,183,2020-09-19,0
"8","26","Test Team 5",2020-06-29,2020-06-30,1,1,2020-01-26,1
"8","26","Test Team 5",2020-07-03,2021-01-01,0,182,2021-01-01,0
"8","26","Test Team 5",2020-07-03,2021-01-01,0,182,2019-08-06,1
"8","26","Test Team 5",2020-06-30,2021-01-01,0,185,2019-07-19,1
"8","26","Test Team 5",2020-06-28,2021-01-01,0,187,2019-09-07,1
"8","26","Test Team 5",2020-07-01,2021-01-01,0,184,2021-01-01,0
"8","26","Test Team 5",2020-06-28,2021-01-01,0,187,2020-04-26,1
"8","26","Test Team 5",2020-07-01,2020-07-07,1,6,2020-07-01,0
"8","26","Test Team 5",2020-07-04,2020-07-20,1,16,2020-07-17,0
"1","27","Test Team 5",2020-07-11,2021-01-01,0,174,2021-01-01,0
"1","27","Test Team 5",2020-07-10,2021-01-01,0,175,2019-08-29,1
"1","27","Test Team 5",2020-07-11,2020-08-04,1,24,2020-07-15,0
"1","27","Test Team 5",2020-07-05,2021-01-01,0,180,2019-03-14,1
"1","27","Test Team 5",2020-07-07,2020-08-03,1,27,2020-07-24,0
"1","27","Test Team 5",2020-07-10,2020-07-14,1,4,2020-07-14,0
"1","27","Test Team 5",2020-07-07,2021-01-01,0,178,2019-12-20,1
"1","27","Test Team 5",2020-07-10,2021-01-01,0,175,2021-01-01,0
"1","27","Test Team 5",2020-07-05,2021-01-01,0,180,2019-08-30,1
"1","27","Test Team 5",2020-07-08,2021-01-01,0,177,2020-12-28,0
"1","27","Test Team 5",2020-07-05,2020-08-29,1,55,2020-08-10,0
"1","27","Test Team 5",2020-07-08,2021-01-01,0,177,2021-01-01,0
"1","27","Test Team 5",2020-07-09,2021-01-01,0,176,2019-05-29,1
"1","27","Test Team 5",2020-07-08,2020-08-20,1,43,2019-10-23,1
"1","27","Test Team 5",2020-07-09,2021-01-01,0,176,2021-01-01,0
"1","27","Test Team 5",2020-07-10,2020-08-06,1,27,2020-08-04,0
"1","27","Test Team 5",2020-07-07,2021-01-01,0,178,2020-10-29,0
"1","27","Test Team 5",2020-07-08,2021-01-01,0,177,2021-01-01,0
"1","27","Test Team 5",2020-07-06,2021-01-01,0,179,2021-01-01,0
"2","27","Test Team 5",2020-07-07,2021-01-01,0,178,2019-02-22,1
"2","27","Test Team 5",2020-07-10,2021-01-01,0,175,2019-05-31,1
"2","27","Test Team 5",2020-07-07,2020-07-19,1,12,2019-02-05,1
"2","27","Test Team 5",2020-07-07,2021-01-01,0,178,2019-12-22,1
"2","27","Test Team 5",2020-07-06,2020-07-29,1,23,2020-07-14,0
"2","27","Test Team 5",2020-07-06,2021-01-01,0,179,2021-01-01,0
"2","27","Test Team 5",2020-07-06,2020-08-27,1,52,2020-08-24,0
"2","27","Test Team 5",2020-07-11,2021-01-01,0,174,2020-11-23,0
"2","27","Test Team 5",2020-07-05,2021-01-01,0,180,2019-02-06,1
"2","27","Test Team 5",2020-07-08,2021-01-01,0,177,2020-02-03,1
"2","27","Test Team 5",2020-07-09,2020-07-19,1,10,2020-05-25,1
