"team","group","first.seen","last.seen"
"4","Test Team 6",2020-05-17,2020-12-08
"4","Test Team 6",2020-05-19,2020-06-30
"4","Test Team 6",2020-05-19,2021-01-01
"4","Test Team 6",2020-05-19,2020-07-05
"4","Test Team 6",2020-05-19,2021-01-01
"4","Test Team 6",2020-05-19,2021-01-01
"4","Test Team 6",2020-05-19,2020-07-26
"4","Test Team 6",2020-05-19,2021-01-01
"4","Test Team 6",2020-05-17,2021-01-01
"4","Test Team 6",2020-05-19,2021-01-01
"4","Test Team 6",2020-05-17,2021-01-01
"4","Test Team 6",2020-05-19,2020-10-06
"4","Test Team 6",2020-05-19,2021-01-01
"1","Test Team 6",2020-05-24,2020-08-02
"1","Test Team 6",2020-05-26,2020-09-01
"1","Test Team 6",2020-05-26,2020-09-22
"1","Test Team 6",2020-05-24,2020-10-18
"1","Test Team 6",2020-05-24,2020-09-01
"1","Test Team 6",2020-05-26,2021-01-01
"1","Test Team 6",2020-05-24,2021-01-01
"1","Test Team 6",2020-05-26,2021-01-01
"1","Test Team 6",2020-05-26,2020-06-30
"1","Test Team 6",2020-05-26,2020-10-20
"1","Test Team 6",2020-05-26,2020-10-20
"1","Test Team 6",2020-05-25,2020-08-30
"1","Test Team 6",2020-05-26,2021-01-01
"2","Test Team 6",2020-05-26,2021-01-01
"2","Test Team 6",2020-05-26,2021-01-01
"2","Test Team 6",2020-05-24,2021-01-01
"2","Test Team 6",2020-05-25,2021-01-01
"2","Test Team 6",2020-05-26,2020-12-22
"2","Test Team 6",2020-05-26,2020-07-14
"2","Test Team 6",2020-05-24,2020-07-07
"2","Test Team 6",2020-05-26,2020-05-26
"2","Test Team 6",2020-05-26,2021-01-01
"2","Test Team 6",2020-05-24,2020-10-12
"3","Test Team 6",2020-05-26,2021-01-01
"3","Test Team 6",2020-05-26,2021-01-01
"3","Test Team 6",2020-05-25,2021-01-01
"3","Test Team 6",2020-05-26,2021-01-01
"3","Test Team 6",2020-05-25,2020-07-14
"3","Test Team 6",2020-05-26,2021-01-01
"3","Test Team 6",2020-05-25,2021-01-01
"4","Test Team 6",2020-05-26,2020-11-10
"4","Test Team 6",2020-05-24,2021-01-01
"4","Test Team 6",2020-05-26,2020-09-15
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2020-09-22
"4","Test Team 6",2020-05-24,2020-10-06
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2020-12-06
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2020-12-07
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2021-01-01
"4","Test Team 6",2020-05-26,2021-01-01
"1","Test Team 6",2020-06-02,2020-06-30
"1","Test Team 6",2020-06-02,2020-07-06
"1","Test Team 6",2020-06-01,2020-08-04
"1","Test Team 6",2020-06-02,2021-01-01
"1","Test Team 6",2020-05-31,2020-06-16
"1","Test Team 6",2020-06-02,2020-11-08
"1","Test Team 6",2020-06-02,2021-01-01
"1","Test Team 6",2020-05-31,2020-08-04
"1","Test Team 6",2020-06-01,2020-09-08
"1","Test Team 6",2020-05-31,2020-08-11
"1","Test Team 6",2020-06-01,2020-12-14
"1","Test Team 6",2020-06-02,2020-09-21
"1","Test Team 6",2020-06-02,2021-01-01
"1","Test Team 6",2020-06-02,2021-01-01
"1","Test Team 6",2020-06-02,2020-08-25
"1","Test Team 6",2020-06-02,2020-08-04
"1","Test Team 6",2020-06-02,2021-01-01
"1","Test Team 6",2020-05-31,2020-06-02
"1","Test Team 6",2020-06-02,2020-09-28
"2","Test Team 6",2020-06-02,2020-10-27
"2","Test Team 6",2020-06-02,2020-11-24
"2","Test Team 6",2020-06-02,2020-08-11
"2","Test Team 6",2020-06-01,2021-01-01
"2","Test Team 6",2020-06-01,2021-01-01
"2","Test Team 6",2020-06-02,2020-07-07
"2","Test Team 6",2020-06-02,2021-01-01
"2","Test Team 6",2020-06-01,2021-01-01
"2","Test Team 6",2020-06-02,2021-01-01
"2","Test Team 6",2020-06-02,2021-01-01
"2","Test Team 6",2020-06-02,2020-09-27
"2","Test Team 6",2020-06-02,2021-01-01
"2","Test Team 6",2020-06-01,2020-08-31
"2","Test Team 6",2020-06-01,2020-09-28
"3","Test Team 6",2020-06-02,2020-11-10
"3","Test Team 6",2020-06-02,2021-01-01
"3","Test Team 6",2020-06-02,2020-08-11
"3","Test Team 6",2020-06-01,2020-09-08
"3","Test Team 6",2020-06-02,2020-06-15
"3","Test Team 6",2020-06-02,2021-01-01
"3","Test Team 6",2020-06-02,2020-07-21
"3","Test Team 6",2020-06-02,2021-01-01
"3","Test Team 6",2020-05-31,2021-01-01
"3","Test Team 6",2020-06-02,2021-01-01
"3","Test Team 6",2020-06-02,2021-01-01
"3","Test Team 6",2020-06-02,2020-09-15
"3","Test Team 6",2020-05-31,2021-01-01
"3","Test Team 6",2020-06-01,2021-01-01
"3","Test Team 6",2020-06-02,2020-06-28
"3","Test Team 6",2020-06-02,2021-01-01
"3","Test Team 6",2020-06-02,2020-09-08
"3","Test Team 6",2020-06-02,2020-07-20
"3","Test Team 6",2020-06-02,2021-01-01
"3","Test Team 6",2020-06-02,2020-07-14
"3","Test Team 6",2020-06-02,2021-01-01
"4","Test Team 6",2020-06-02,2020-06-30
"4","Test Team 6",2020-06-01,2021-01-01
"1","Test Team 6",2020-06-09,2020-09-01
"1","Test Team 6",2020-06-09,2020-06-23
"1","Test Team 6",2020-06-09,2020-12-22
"1","Test Team 6",2020-06-09,2020-07-28
"1","Test Team 6",2020-06-09,2020-06-09
"1","Test Team 6",2020-06-08,2020-09-15
"1","Test Team 6",2020-06-09,2020-07-28
"1","Test Team 6",2020-06-08,2020-11-10
"1","Test Team 6",2020-06-09,2021-01-01
"1","Test Team 6",2020-06-09,2021-01-01
"1","Test Team 6",2020-06-09,2020-11-24
"1","Test Team 6",2020-06-07,2021-01-01
"1","Test Team 6",2020-06-09,2020-07-07
"2","Test Team 6",2020-06-09,2020-07-14
"2","Test Team 6",2020-06-09,2021-01-01
"2","Test Team 6",2020-06-09,2020-11-02
"2","Test Team 6",2020-06-09,2020-07-06
"2","Test Team 6",2020-06-09,2021-01-01
"2","Test Team 6",2020-06-07,2020-12-15
"2","Test Team 6",2020-06-09,2021-01-01
"2","Test Team 6",2020-06-09,2021-01-01
"2","Test Team 6",2020-06-09,2020-10-27
"2","Test Team 6",2020-06-09,2020-07-06
"2","Test Team 6",2020-06-08,2020-10-13
"2","Test Team 6",2020-06-09,2020-11-29
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-09,2020-12-06
"3","Test Team 6",2020-06-09,2020-06-15
"3","Test Team 6",2020-06-09,2020-06-15
"3","Test Team 6",2020-06-09,2020-09-15
"3","Test Team 6",2020-06-08,2021-01-01
"3","Test Team 6",2020-06-09,2020-12-22
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-09,2020-10-04
"3","Test Team 6",2020-06-07,2020-06-23
"3","Test Team 6",2020-06-09,2020-11-24
"3","Test Team 6",2020-06-07,2021-01-01
"3","Test Team 6",2020-06-09,2020-07-21
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-07,2020-07-21
"3","Test Team 6",2020-06-07,2020-12-07
"3","Test Team 6",2020-06-08,2021-01-01
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-09,2021-01-01
"3","Test Team 6",2020-06-09,2020-06-14
"3","Test Team 6",2020-06-09,2020-09-08
"3","Test Team 6",2020-06-08,2021-01-01
"3","Test Team 6",2020-06-09,2020-10-06
"4","Test Team 6",2020-06-07,2020-11-24
"4","Test Team 6",2020-06-09,2020-07-28
"4","Test Team 6",2020-06-09,2020-06-23
"4","Test Team 6",2020-06-09,2021-01-01
"4","Test Team 6",2020-06-09,2021-01-01
"4","Test Team 6",2020-06-09,2021-01-01
"4","Test Team 6",2020-06-09,2020-12-29
"4","Test Team 6",2020-06-07,2021-01-01
"4","Test Team 6",2020-06-09,2021-01-01
"4","Test Team 6",2020-06-09,2020-07-14
"4","Test Team 6",2020-06-09,2020-10-05
"4","Test Team 6",2020-06-09,2021-01-01
"4","Test Team 6",2020-06-09,2020-07-27
"4","Test Team 6",2020-06-08,2021-01-01
"1","Test Team 6",2020-06-14,2021-01-01
"1","Test Team 6",2020-06-14,2021-01-01
"1","Test Team 6",2020-06-16,2021-01-01
"1","Test Team 6",2020-06-16,2021-01-01
"1","Test Team 6",2020-06-16,2021-01-01
"1","Test Team 6",2020-06-16,2021-01-01
"1","Test Team 6",2020-06-16,2021-01-01
"1","Test Team 6",2020-06-16,2020-08-04
"2","Test Team 6",2020-06-14,2021-01-01
"2","Test Team 6",2020-06-16,2020-07-07
"2","Test Team 6",2020-06-16,2021-01-01
"2","Test Team 6",2020-06-16,2020-07-13
"2","Test Team 6",2020-06-16,2020-11-08
"2","Test Team 6",2020-06-16,2020-09-28
"2","Test Team 6",2020-06-16,2021-01-01
"2","Test Team 6",2020-06-16,2021-01-01
"2","Test Team 6",2020-06-16,2021-01-01
"2","Test Team 6",2020-06-15,2020-10-19
"2","Test Team 6",2020-06-15,2020-11-10
"3","Test Team 6",2020-06-15,2020-10-06
"3","Test Team 6",2020-06-14,2020-09-15
"3","Test Team 6",2020-06-16,2020-07-14
"3","Test Team 6",2020-06-16,2021-01-01
"3","Test Team 6",2020-06-14,2021-01-01
"3","Test Team 6",2020-06-14,2021-01-01
"3","Test Team 6",2020-06-16,2020-08-11
"3","Test Team 6",2020-06-16,2021-01-01
"3","Test Team 6",2020-06-16,2020-07-21
"3","Test Team 6",2020-06-15,2020-07-14
"3","Test Team 6",2020-06-15,2020-08-11
"3","Test Team 6",2020-06-16,2021-01-01
"3","Test Team 6",2020-06-16,2021-01-01
"3","Test Team 6",2020-06-16,2021-01-01
"3","Test Team 6",2020-06-16,2020-07-12
"3","Test Team 6",2020-06-16,2020-08-30
"3","Test Team 6",2020-06-16,2020-12-08
"3","Test Team 6",2020-06-16,2020-08-11
"3","Test Team 6",2020-06-15,2020-07-27
"3","Test Team 6",2020-06-16,2020-08-18
"3","Test Team 6",2020-06-16,2020-07-14
"3","Test Team 6",2020-06-16,2020-08-11
"3","Test Team 6",2020-06-15,2021-01-01
"3","Test Team 6",2020-06-16,2021-01-01
"3","Test Team 6",2020-06-15,2020-10-20
"3","Test Team 6",2020-06-16,2020-11-17
"3","Test Team 6",2020-06-14,2020-06-22
"3","Test Team 6",2020-06-14,2021-01-01
"4","Test Team 6",2020-06-16,2020-08-18
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2020-07-27
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-15,2021-01-01
"4","Test Team 6",2020-06-16,2020-09-15
"4","Test Team 6",2020-06-14,2021-01-01
"4","Test Team 6",2020-06-14,2021-01-01
"4","Test Team 6",2020-06-16,2020-06-16
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2020-10-12
"4","Test Team 6",2020-06-15,2020-07-07
"4","Test Team 6",2020-06-14,2021-01-01
"4","Test Team 6",2020-06-16,2020-07-07
"4","Test Team 6",2020-06-14,2020-08-11
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2020-08-18
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2020-08-11
"4","Test Team 6",2020-06-14,2020-06-16
"4","Test Team 6",2020-06-16,2020-12-08
"4","Test Team 6",2020-06-16,2021-01-01
"4","Test Team 6",2020-06-16,2021-01-01
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-21,2020-11-15
"1","Test Team 6",2020-06-22,2020-08-18
"1","Test Team 6",2020-06-23,2020-07-28
"1","Test Team 6",2020-06-21,2020-06-30
"1","Test Team 6",2020-06-21,2021-01-01
"1","Test Team 6",2020-06-22,2021-01-01
"1","Test Team 6",2020-06-23,2020-11-03
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-23,2020-09-21
"1","Test Team 6",2020-06-23,2020-12-15
"1","Test Team 6",2020-06-23,2020-07-28
"1","Test Team 6",2020-06-23,2020-06-29
"1","Test Team 6",2020-06-23,2020-07-20
"1","Test Team 6",2020-06-22,2020-09-01
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-22,2021-01-01
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-21,2020-11-17
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-22,2020-06-30
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-23,2020-09-22
"1","Test Team 6",2020-06-22,2021-01-01
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-23,2020-08-04
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-23,2020-07-14
"1","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-23,2021-01-01
"2","Test Team 6",2020-06-23,2020-07-14
"2","Test Team 6",2020-06-23,2021-01-01
"2","Test Team 6",2020-06-23,2021-01-01
"2","Test Team 6",2020-06-23,2021-01-01
"2","Test Team 6",2020-06-23,2021-01-01
"2","Test Team 6",2020-06-23,2020-08-04
"2","Test Team 6",2020-06-23,2020-07-28
"2","Test Team 6",2020-06-22,2020-09-01
"2","Test Team 6",2020-06-22,2020-10-11
"3","Test Team 6",2020-06-23,2020-08-18
"3","Test Team 6",2020-06-22,2021-01-01
"3","Test Team 6",2020-06-22,2021-01-01
"3","Test Team 6",2020-06-23,2021-01-01
"3","Test Team 6",2020-06-23,2021-01-01
"3","Test Team 6",2020-06-22,2021-01-01
"3","Test Team 6",2020-06-23,2020-07-14
"3","Test Team 6",2020-06-23,2021-01-01
"3","Test Team 6",2020-06-23,2021-01-01
"4","Test Team 6",2020-06-23,2020-07-14
"4","Test Team 6",2020-06-23,2021-01-01
"4","Test Team 6",2020-06-21,2021-01-01
"4","Test Team 6",2020-06-23,2021-01-01
"4","Test Team 6",2020-06-23,2020-11-24
"4","Test Team 6",2020-06-21,2020-10-21
"4","Test Team 6",2020-06-23,2020-11-24
"4","Test Team 6",2020-06-23,2021-01-01
"4","Test Team 6",2020-06-23,2020-07-14
"4","Test Team 6",2020-06-23,2021-01-01
"4","Test Team 6",2020-06-21,2021-01-01
"4","Test Team 6",2020-06-23,2020-06-30
"4","Test Team 6",2020-06-23,2020-07-28
"4","Test Team 6",2020-06-23,2021-01-01
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2020-07-21
"1","Test Team 6",2020-06-30,2020-07-14
"1","Test Team 6",2020-06-30,2020-08-04
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-28,2020-07-14
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2020-06-30
"1","Test Team 6",2020-06-29,2021-01-01
"1","Test Team 6",2020-06-30,2020-08-03
"1","Test Team 6",2020-06-28,2020-07-07
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2020-07-21
"1","Test Team 6",2020-06-28,2020-09-29
"1","Test Team 6",2020-06-30,2020-06-30
"1","Test Team 6",2020-06-30,2020-08-04
"1","Test Team 6",2020-06-28,2020-07-05
"1","Test Team 6",2020-06-30,2020-07-07
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2020-12-29
"1","Test Team 6",2020-06-30,2020-10-20
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-28,2020-10-20
"1","Test Team 6",2020-06-28,2020-10-04
"1","Test Team 6",2020-06-30,2020-07-27
"1","Test Team 6",2020-06-29,2020-07-07
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-06-28,2020-08-11
"2","Test Team 6",2020-06-30,2021-01-01
"3","Test Team 6",2020-06-30,2020-08-18
"3","Test Team 6",2020-06-30,2020-12-08
"3","Test Team 6",2020-06-29,2020-11-17
"3","Test Team 6",2020-06-30,2021-01-01
"3","Test Team 6",2020-06-30,2020-07-14
"3","Test Team 6",2020-06-30,2020-07-19
"3","Test Team 6",2020-06-30,2020-08-18
"3","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2020-12-22
"4","Test Team 6",2020-06-30,2020-06-30
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2020-10-27
"4","Test Team 6",2020-06-28,2020-07-28
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-28,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-28,2020-06-30
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-29,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"4","Test Team 6",2020-06-30,2021-01-01
"1","Test Team 6",2020-07-07,2021-01-01
"1","Test Team 6",2020-07-07,2020-07-21
"1","Test Team 6",2020-07-07,2021-01-01
"1","Test Team 6",2020-07-07,2020-10-13
"1","Test Team 6",2020-07-07,2020-08-04
"1","Test Team 6",2020-07-07,2020-12-22
"1","Test Team 6",2020-07-07,2020-08-11
"1","Test Team 6",2020-07-06,2020-08-17
"1","Test Team 6",2020-07-07,2020-09-01
"1","Test Team 6",2020-07-07,2020-08-18
"1","Test Team 6",2020-07-05,2020-08-04
"1","Test Team 6",2020-07-07,2021-01-01
"1","Test Team 6",2020-07-07,2020-08-11
"1","Test Team 6",2020-07-06,2021-01-01
"1","Test Team 6",2020-07-05,2020-10-20
"1","Test Team 6",2020-07-07,2021-01-01
"1","Test Team 6",2020-07-07,2020-09-01
"1","Test Team 6",2020-07-06,2021-01-01
"1","Test Team 6",2020-07-07,2020-07-21
"1","Test Team 6",2020-07-07,2020-08-18
"1","Test Team 6",2020-07-07,2020-12-01
"1","Test Team 6",2020-07-07,2021-01-01
"1","Test Team 6",2020-07-07,2020-07-07
"1","Test Team 6",2020-07-07,2020-12-08
"1","Test Team 6",2020-07-07,2020-12-08
"1","Test Team 6",2020-07-05,2020-10-12
"1","Test Team 6",2020-07-07,2021-01-01
"1","Test Team 6",2020-07-07,2020-09-21
"1","Test Team 6",2020-07-07,2020-10-13
"1","Test Team 6",2020-07-07,2020-09-29
"1","Test Team 6",2020-07-07,2020-09-01
"1","Test Team 6",2020-07-07,2020-07-21
"1","Test Team 6",2020-07-06,2021-01-01
"2","Test Team 6",2020-07-07,2020-07-14
"2","Test Team 6",2020-07-07,2020-08-10
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2020-07-07
"2","Test Team 6",2020-07-05,2020-08-09
"2","Test Team 6",2020-07-05,2020-07-28
"2","Test Team 6",2020-07-07,2020-09-22
"2","Test Team 6",2020-07-07,2020-11-02
"2","Test Team 6",2020-07-06,2020-07-06
"2","Test Team 6",2020-07-06,2020-07-07
"2","Test Team 6",2020-07-07,2020-11-08
"2","Test Team 6",2020-07-05,2020-08-03
"2","Test Team 6",2020-07-07,2020-07-28
"2","Test Team 6",2020-07-06,2020-11-24
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-06,2021-01-01
"2","Test Team 6",2020-07-07,2020-10-20
"2","Test Team 6",2020-07-07,2020-07-07
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-05,2021-01-01
"2","Test Team 6",2020-07-07,2020-10-20
"2","Test Team 6",2020-07-07,2020-11-02
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2020-09-27
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-06,2020-10-12
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2020-12-22
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2021-01-01
"2","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-07,2020-07-21
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-05,2021-01-01
"3","Test Team 6",2020-07-07,2020-07-21
"3","Test Team 6",2020-07-07,2020-08-11
"3","Test Team 6",2020-07-05,2021-01-01
"3","Test Team 6",2020-07-05,2020-08-11
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-07,2020-07-14
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-05,2020-11-10
"3","Test Team 6",2020-07-07,2020-11-17
"3","Test Team 6",2020-07-05,2020-07-21
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-07,2020-09-22
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-07,2021-01-01
"3","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-06,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2020-12-20
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-05,2021-01-01
"4","Test Team 6",2020-07-05,2021-01-01
"4","Test Team 6",2020-07-05,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-05,2021-01-01
"4","Test Team 6",2020-07-07,2020-07-07
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-06,2021-01-01
"4","Test Team 6",2020-07-07,2020-12-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2020-08-16
"4","Test Team 6",2020-07-06,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-05,2021-01-01
"4","Test Team 6",2020-07-07,2020-07-27
"4","Test Team 6",2020-07-07,2020-08-17
"4","Test Team 6",2020-07-07,2020-09-18
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2020-11-10
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2020-08-18
"4","Test Team 6",2020-07-06,2020-10-18
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2020-08-17
"4","Test Team 6",2020-07-07,2021-01-01
"4","Test Team 6",2020-07-07,2020-10-12
"4","Test Team 6",2020-07-07,2020-10-05
"4","Test Team 6",2020-07-06,2020-07-28
"1","Test Team 6",2020-07-13,2021-01-01
"1","Test Team 6",2020-07-14,2021-01-01
"1","Test Team 6",2020-07-14,2021-01-01
"1","Test Team 6",2020-07-12,2020-12-22
"1","Test Team 6",2020-07-14,2021-01-01
"1","Test Team 6",2020-07-13,2020-11-17
"1","Test Team 6",2020-07-14,2021-01-01
"1","Test Team 6",2020-07-14,2021-01-01
"1","Test Team 6",2020-07-14,2021-01-01
"1","Test Team 6",2020-07-14,2020-12-01
"1","Test Team 6",2020-07-14,2020-08-16
"2","Test Team 6",2020-07-14,2020-07-27
"2","Test Team 6",2020-07-13,2020-07-28
"2","Test Team 6",2020-07-14,2020-09-21
"2","Test Team 6",2020-07-14,2020-07-14
"2","Test Team 6",2020-07-14,2021-01-01
"2","Test Team 6",2020-07-14,2021-01-01
"2","Test Team 6",2020-07-14,2020-09-01
"2","Test Team 6",2020-07-14,2020-11-02
"2","Test Team 6",2020-07-12,2021-01-01
"2","Test Team 6",2020-07-12,2020-11-10
"2","Test Team 6",2020-07-14,2021-01-01
"2","Test Team 6",2020-07-12,2021-01-01
"2","Test Team 6",2020-07-14,2021-01-01
"2","Test Team 6",2020-07-13,2020-09-20
"2","Test Team 6",2020-07-14,2021-01-01
"2","Test Team 6",2020-07-12,2020-07-14
"2","Test Team 6",2020-07-14,2020-11-10
"2","Test Team 6",2020-07-13,2020-12-29
"3","Test Team 6",2020-07-13,2021-01-01
"3","Test Team 6",2020-07-12,2020-09-15
"3","Test Team 6",2020-07-14,2020-11-03
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2020-07-14
"3","Test Team 6",2020-07-14,2020-09-15
"3","Test Team 6",2020-07-14,2020-07-14
"3","Test Team 6",2020-07-14,2020-12-08
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-13,2020-08-18
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-13,2021-01-01
"3","Test Team 6",2020-07-13,2021-01-01
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2020-08-11
"3","Test Team 6",2020-07-14,2020-12-08
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2020-07-21
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-12,2020-08-18
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2020-11-10
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2021-01-01
"3","Test Team 6",2020-07-14,2020-07-14
"3","Test Team 6",2020-07-12,2021-01-01
"3","Test Team 6",2020-07-13,2021-01-01
"3","Test Team 6",2020-07-12,2020-07-21
"3","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-14,2020-07-28
"4","Test Team 6",2020-07-14,2020-07-28
"4","Test Team 6",2020-07-14,2020-11-10
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-14,2020-09-20
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-13,2021-01-01
"4","Test Team 6",2020-07-12,2021-01-01
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-12,2021-01-01
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-13,2020-11-10
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-12,2021-01-01
"4","Test Team 6",2020-07-14,2021-01-01
"4","Test Team 6",2020-07-12,2021-01-01
